inf_type,country,year,cases
RUB,SOM,"2020",0
RUB,ZAF,"2020",141
RUB,SSD,"2020",44
RUB,ESP,"2020",1
RUB,LKA,"2020",0
RUB,SDN,"2020",264
RUB,SUR,"2020",0
RUB,SWE,"2020",0
RUB,CHE,"2020",16
RUB,SYR,"2020",4
RUB,TJK,"2020",0
RUB,THA,"2020",0
RUB,TLS,"2020",5
RUB,TGO,"2020",2
RUB,TON,"2020",0
RUB,TTO,"2020",0
RUB,TUN,"2020",46
RUB,TKM,"2020",0
RUB,TCA,"2020",0
RUB,TUV,"2020",0
RUB,TUR,"2020",0
RUB,UGA,"2020",23
RUB,UKR,"2020",36
RUB,ARE,"2020",15
RUB,GBR,"2020",0
RUB,TZA,"2020",49
RUB,USA,"2020",6
RUB,URY,"2020",0
RUB,UZB,"2020",0
RUB,VUT,"2020",0
RUB,VEN,"2020",0
RUB,VNM,"2020",105
RUB,YEM,"2020",255
RUB,ZMB,"2020",237
RUB,ZWE,"2020",14
RUB,AFG,"2019",59
RUB,ALB,"2019",0
RUB,DZA,"2019",31
RUB,ASM,"2019",0
RUB,AND,"2019",0
RUB,AGO,"2019",69
RUB,ATG,"2019",0
RUB,ARG,"2019",4
RUB,ARM,"2019",0
RUB,ABW,"2019",0
RUB,AUS,"2019",22
RUB,AUT,"2019",0
RUB,AZE,"2019",2
RUB,BHS,"2019",0
RUB,BHR,"2019",0
RUB,BGD,"2019",176
RUB,BRB,"2019",0
RUB,BLR,"2019",0
RUB,BEL,"2019",1
RUB,BLZ,"2019",0
RUB,BEN,"2019",3
RUB,BMU,"2019",0
RUB,BTN,"2019",7
RUB,BOL,"2019",0
RUB,BIH,"2019",0
RUB,BWA,"2019",4
RUB,BRA,"2019",0
RUB,VGB,"2019",0
RUB,BRN,"2019",0
RUB,BGR,"2019",0
RUB,BFA,"2019",1
RUB,BDI,"2019",9
RUB,CPV,"2019",1
RUB,KHM,"2019",30
RUB,CMR,"2019",55
RUB,CAN,"2019",1
RUB,CYM,"2019",0
RUB,CAF,"2019",182
RUB,TCD,"2019",24
RUB,CHL,"2019",1
RUB,CHN,"2019",32539
RUB,HKG,"2019",48
RUB,COL,"2019",0
RUB,COM,"2019",0
RUB,COG,"2019",39
RUB,CRI,"2019",0
RUB,HRV,"2019",0
RUB,CUB,"2019",0
RUB,CUW,"2019",0
RUB,CYP,"2019",0
RUB,CZE,"2019",0
RUB,CIV,"2019",77
RUB,PRK,"2019",0
RUB,COD,"2019",561
RUB,DNK,"2019",0
RUB,DJI,"2019",0
RUB,DMA,"2019",0
RUB,DOM,"2019",0
RUB,ECU,"2019",0
RUB,EGY,"2019",7
RUB,SLV,"2019",0
RUB,GNQ,"2019",3
RUB,ERI,"2019",12
RUB,EST,"2019",0
RUB,SWZ,"2019",4
RUB,ETH,"2019",266
RUB,FJI,"2019",7
RUB,FIN,"2019",0
RUB,FRA,"2019",0
RUB,PYF,"2019",1
RUB,GAB,"2019",0
RUB,GMB,"2019",0
RUB,GEO,"2019",9
RUB,DEU,"2019",58
RUB,GHA,"2019",18
RUB,GRC,"2019",0
RUB,GRD,"2019",0
RUB,GUM,"2019",0
RUB,GTM,"2019",0
RUB,GIN,"2019",80
RUB,GNB,"2019",0
RUB,GUY,"2019",0
RUB,HTI,"2019",19
RUB,HND,"2019",0
RUB,HUN,"2019",0
RUB,ISL,"2019",0
RUB,IND,"2019",3404
RUB,IDN,"2019",713
RUB,IRN,"2019",16
RUB,IRQ,"2019",9
RUB,IRL,"2019",0
RUB,ISR,"2019",1
RUB,ITA,"2019",23
RUB,JAM,"2019",0
RUB,JPN,"2019",2247
RUB,JOR,"2019",4
RUB,KAZ,"2019",5
RUB,KEN,"2019",66
RUB,KIR,"2019",0
RUB,XKX,"2019",0
RUB,KWT,"2019",2
RUB,KGZ,"2019",4
RUB,LAO,"2019",14
RUB,LVA,"2019",3
RUB,LBN,"2019",29
RUB,LSO,"2019",464
RUB,LBR,"2019",140
RUB,LBY,"2019",59
RUB,LTU,"2019",0
RUB,LUX,"2019",0
RUB,MDG,"2019",122
RUB,MWI,"2019",7
RUB,MYS,"2019",111
RUB,MDV,"2019",2
RUB,MLI,"2019",19
RUB,MLT,"2019",0
RUB,MHL,"2019",0
RUB,MRT,"2019",0
RUB,MUS,"2019",0
RUB,MEX,"2019",0
RUB,FSM,"2019",0
RUB,MCO,"2019",0
RUB,MNG,"2019",5
RUB,MNE,"2019",0
RUB,MAR,"2019",0
RUB,MOZ,"2019",74
RUB,MMR,"2019",28
RUB,NAM,"2019",8
RUB,NRU,"2019",0
RUB,NPL,"2019",44
RUB,NLD,"2019",0
RUB,NCL,"2019",0
RUB,NZL,"2019",2
RUB,NIC,"2019",0
RUB,NER,"2019",7
RUB,NGA,"2019",1644
RUB,MKD,"2019",0
RUB,MNP,"2019",0
RUB,NOR,"2019",1
RUB,PSE,"2019",0
RUB,OMN,"2019",0
RUB,PAK,"2019",1370
RUB,PLW,"2019",0
RUB,PAN,"2019",0
RUB,PNG,"2019",5
RUB,PRY,"2019",0
RUB,PER,"2019",0
RUB,PHL,"2019",241
RUB,POL,"2019",292
RUB,PRT,"2019",3
RUB,QAT,"2019",1
RUB,KOR,"2019",8
RUB,MDA,"2019",0
RUB,ROU,"2019",10
RUB,RUS,"2019",34
RUB,RWA,"2019",19
RUB,KNA,"2019",0
RUB,LCA,"2019",0
RUB,VCT,"2019",0
RUB,WSM,"2019",0
RUB,SMR,"2019",0
RUB,STP,"2019",0
RUB,SAU,"2019",62
RUB,SEN,"2019",22
RUB,SRB,"2019",0
RUB,SYC,"2019",0
RUB,SLE,"2019",32
RUB,SGP,"2019",7
RUB,SXM,"2019",0
RUB,SVK,"2019",0
RUB,SVN,"2019",0
RUB,SLB,"2019",0
RUB,SOM,"2019",0
RUB,ZAF,"2019",1370
RUB,SSD,"2019",149
RUB,ESP,"2019",3
RUB,LKA,"2019",0
RUB,SDN,"2019",281
RUB,SUR,"2019",0
RUB,SWE,"2019",0
RUB,CHE,"2019",1
RUB,SYR,"2019",4
RUB,TJK,"2019",37
RUB,THA,"2019",142
RUB,TLS,"2019",21
RUB,TGO,"2019",2
RUB,TON,"2019",0
RUB,TTO,"2019",0
RUB,TUN,"2019",302
RUB,TKM,"2019",0
RUB,TCA,"2019",0
RUB,TUV,"2019",0
RUB,TUR,"2019",44
RUB,UGA,"2019",342
RUB,UKR,"2019",138
RUB,ARE,"2019",116
RUB,GBR,"2019",3
RUB,TZA,"2019",65
RUB,USA,"2019",0
RUB,URY,"2019",0
RUB,UZB,"2019",1
RUB,VUT,"2019",0
RUB,VEN,"2019",0
RUB,VNM,"2019",78
RUB,YEM,"2019",282
RUB,ZMB,"2019",0
RUB,ZWE,"2019",35
RUB,AFG,"2018",37
RUB,ALB,"2018",0
RUB,DZA,"2018",624
RUB,ASM,"2018",0
RUB,AND,"2018",0
RUB,AGO,"2018",31
RUB,ATG,"2018",0
RUB,ARG,"2018",0
RUB,ARM,"2018",0
RUB,ABW,"2018",0
RUB,AUS,"2018",8
RUB,AUT,"2018",8
RUB,AZE,"2018",0
RUB,BHS,"2018",0
RUB,BHR,"2018",0
RUB,BGD,"2018",308
RUB,BRB,"2018",0
RUB,BLR,"2018",0
RUB,BEL,"2018",1
RUB,BLZ,"2018",0
RUB,BEN,"2018",12
RUB,BMU,"2018",0
RUB,BTN,"2018",11
RUB,BOL,"2018",0
RUB,BIH,"2018",4
RUB,BWA,"2018",3
RUB,BRA,"2018",0
RUB,VGB,"2018",0
RUB,BRN,"2018",0
RUB,BGR,"2018",1
RUB,BFA,"2018",4
RUB,BDI,"2018",25
RUB,CPV,"2018",0
RUB,KHM,"2018",3
RUB,CMR,"2018",693
RUB,CAN,"2018",0
RUB,CYM,"2018",0
RUB,CAF,"2018",4
RUB,TCD,"2018",1457
RUB,CHL,"2018",0
RUB,CHN,"2018",3930
RUB,HKG,"2018",11
RUB,COL,"2018",0
RUB,COM,"2018",0
RUB,COG,"2018",157
RUB,CRI,"2018",0
RUB,HRV,"2018",0
RUB,CUB,"2018",0
RUB,CUW,"2018",0
RUB,CYP,"2018",0
RUB,CZE,"2018",2
RUB,CIV,"2018",197
RUB,PRK,"2018",0
RUB,COD,"2018",287
RUB,DNK,"2018",0
RUB,DJI,"2018",0
RUB,DMA,"2018",0
RUB,DOM,"2018",0
RUB,ECU,"2018",0
RUB,EGY,"2018",7
RUB,SLV,"2018",0
RUB,GNQ,"2018",5
RUB,ERI,"2018",10
RUB,EST,"2018",0
RUB,SWZ,"2018",0
RUB,ETH,"2018",1137
RUB,FJI,"2018",0
RUB,FIN,"2018",0
RUB,FRA,"2018",0
RUB,PYF,"2018",0
RUB,GAB,"2018",4
RUB,GMB,"2018",1
RUB,GEO,"2018",0
RUB,DEU,"2018",16
RUB,GHA,"2018",24
RUB,GRC,"2018",0
RUB,GRD,"2018",0
RUB,GUM,"2018",0
RUB,GTM,"2018",0
RUB,GIN,"2018",15
RUB,GNB,"2018",0
RUB,GUY,"2018",0
RUB,HTI,"2018",0
RUB,HND,"2018",0
RUB,HUN,"2018",0
RUB,ISL,"2018",0
RUB,IND,"2018",2328
RUB,IDN,"2018",1767
RUB,IRN,"2018",33
RUB,IRQ,"2018",21
RUB,IRL,"2018",1
RUB,ISR,"2018",2
RUB,ITA,"2018",21
RUB,JAM,"2018",0
RUB,JPN,"2018",2947
RUB,JOR,"2018",0
RUB,KAZ,"2018",1
RUB,KEN,"2018",24
RUB,KIR,"2018",0
RUB,XKX,"2018",0
RUB,KWT,"2018",0
RUB,KGZ,"2018",8
RUB,LAO,"2018",15
RUB,LVA,"2018",3
RUB,LBN,"2018",13
RUB,LSO,"2018",0
RUB,LBR,"2018",82
RUB,LBY,"2018",21
RUB,LTU,"2018",1
RUB,LUX,"2018",0
RUB,MDG,"2018",53
RUB,MWI,"2018",6
RUB,MYS,"2018",96
RUB,MDV,"2018",0
RUB,MLI,"2018",112
RUB,MLT,"2018",0
RUB,MHL,"2018",0
RUB,MRT,"2018",1
RUB,MUS,"2018",0
RUB,MEX,"2018",2
RUB,FSM,"2018",0
RUB,MCO,"2018",0
RUB,MNG,"2018",1
RUB,MNE,"2018",0
RUB,MAR,"2018",8
RUB,MOZ,"2018",117
RUB,MMR,"2018",13
RUB,NAM,"2018",5
RUB,NRU,"2018",0
RUB,NPL,"2018",34
RUB,NLD,"2018",0
RUB,NCL,"2018",0
RUB,NZL,"2018",1
RUB,NIC,"2018",0
RUB,NER,"2018",21
RUB,NGA,"2018",4772
RUB,MKD,"2018",0
RUB,MNP,"2018",0
RUB,NOR,"2018",0
RUB,PSE,"2018",0
RUB,OMN,"2018",0
RUB,PAK,"2018",328
RUB,PLW,"2018",0
RUB,PAN,"2018",0
RUB,PNG,"2018",3
RUB,PRY,"2018",0
RUB,PER,"2018",0
RUB,PHL,"2018",152
RUB,POL,"2018",437
RUB,PRT,"2018",1
RUB,QAT,"2018",0
RUB,KOR,"2018",0
RUB,MDA,"2018",0
RUB,ROU,"2018",9
RUB,RUS,"2018",5
RUB,RWA,"2018",11
RUB,KNA,"2018",0
RUB,LCA,"2018",0
RUB,VCT,"2018",0
RUB,WSM,"2018",0
RUB,SMR,"2018",0
RUB,STP,"2018",0
RUB,SAU,"2018",53
RUB,SEN,"2018",8
RUB,SRB,"2018",5
RUB,SYC,"2018",0
RUB,SLE,"2018",16
RUB,SGP,"2018",17
RUB,SXM,"2018",0
RUB,SVK,"2018",0
RUB,SVN,"2018",0
RUB,SLB,"2018",0
RUB,SOM,"2018",0
RUB,ZAF,"2018",1213
RUB,SSD,"2018",106
RUB,ESP,"2018",12
RUB,LKA,"2018",0
RUB,SDN,"2018",349
RUB,SUR,"2018",0
RUB,SWE,"2018",0
RUB,CHE,"2018",2
RUB,SYR,"2018",6
RUB,TJK,"2018",0
RUB,THA,"2018",64
RUB,TLS,"2018",8
RUB,TGO,"2018",41
RUB,TON,"2018",0
RUB,TTO,"2018",0
RUB,TUN,"2018",22
RUB,TKM,"2018",0
RUB,TCA,"2018",0
RUB,TUV,"2018",0
RUB,TUR,"2018",22
RUB,UGA,"2018",470
RUB,UKR,"2018",235
RUB,ARE,"2018",12
RUB,GBR,"2018",3
RUB,TZA,"2018",34
RUB,USA,"2018",4
RUB,URY,"2018",0
RUB,UZB,"2018",0
RUB,VUT,"2018",0
RUB,VEN,"2018",0
RUB,VNM,"2018",112
RUB,YEM,"2018",712
RUB,ZMB,"2018",2
RUB,ZWE,"2018",3
RUB,AFG,"2017",53
RUB,ALB,"2017",0
RUB,DZA,"2017",110
RUB,ASM,"2017",0
RUB,AND,"2017",0
RUB,AGO,"2017",20
RUB,ATG,"2017",0
RUB,ARG,"2017",0
RUB,ARM,"2017",0
RUB,ABW,"2017",0
RUB,AUS,"2017",11
RUB,AUT,"2017",39
RUB,AZE,"2017",0
RUB,BHS,"2017",0
RUB,BHR,"2017",0
RUB,BGD,"2017",299
RUB,BRB,"2017",0
RUB,BLR,"2017",1
RUB,BEL,"2017",1
RUB,BLZ,"2017",0
RUB,BEN,"2017",0
RUB,BMU,"2017",0
RUB,BTN,"2017",9
RUB,BOL,"2017",0
RUB,BIH,"2017",4
RUB,BWA,"2017",3
RUB,BRA,"2017",0
RUB,VGB,"2017",0
RUB,BRN,"2017",1
RUB,BGR,"2017",0
RUB,BFA,"2017",1
RUB,BDI,"2017",25
RUB,CPV,"2017",0
RUB,KHM,"2017",7
RUB,CMR,"2017",711
RUB,CAN,"2017",0
RUB,CYM,"2017",0
RUB,CAF,"2017",19
RUB,TCD,"2017",24
RUB,CHL,"2017",0
RUB,CHN,"2017",1605
RUB,HKG,"2017",0
RUB,COL,"2017",0
RUB,COM,"2017",2
RUB,COG,"2017",12
RUB,CRI,"2017",0
RUB,HRV,"2017",0
RUB,CUB,"2017",0
RUB,CUW,"2017",0
RUB,CYP,"2017",0
RUB,CZE,"2017",2
RUB,CIV,"2017",329
RUB,PRK,"2017",0
RUB,COD,"2017",0
RUB,DNK,"2017",0
RUB,DJI,"2017",0
RUB,DMA,"2017",0
RUB,DOM,"2017",0
RUB,ECU,"2017",0
RUB,EGY,"2017",34
RUB,SLV,"2017",0
RUB,GNQ,"2017",0
RUB,ERI,"2017",413
RUB,EST,"2017",0
RUB,SWZ,"2017",0
RUB,ETH,"2017",420
RUB,FJI,"2017",0
RUB,FIN,"2017",0
RUB,FRA,"2017",0
RUB,PYF,"2017",0
RUB,GAB,"2017",0
RUB,GMB,"2017",0
RUB,GEO,"2017",5
RUB,DEU,"2017",74
RUB,GHA,"2017",17
RUB,GRC,"2017",0
RUB,GRD,"2017",0
RUB,GUM,"2017",0
RUB,GTM,"2017",0
RUB,GIN,"2017",168
RUB,GNB,"2017",0
RUB,GUY,"2017",0
RUB,HTI,"2017",0
RUB,HND,"2017",0
RUB,HUN,"2017",0
RUB,ISL,"2017",0
RUB,IND,"2017",2748
RUB,IDN,"2017",1264
RUB,IRN,"2017",20
RUB,IRQ,"2017",2
RUB,IRL,"2017",0
RUB,ISR,"2017",1
RUB,ITA,"2017",31
RUB,JAM,"2017",0
RUB,JPN,"2017",90
RUB,JOR,"2017",0
RUB,KAZ,"2017",0
RUB,KEN,"2017",14
RUB,KIR,"2017",0
RUB,XKX,"2017",0
RUB,KWT,"2017",1
RUB,KGZ,"2017",4
RUB,LAO,"2017",10
RUB,LVA,"2017",0
RUB,LBN,"2017",10
RUB,LSO,"2017",8
RUB,LBR,"2017",239
RUB,LBY,"2017",7
RUB,LTU,"2017",0
RUB,LUX,"2017",0
RUB,MDG,"2017",223
RUB,MWI,"2017",26
RUB,MYS,"2017",116
RUB,MDV,"2017",1
RUB,MLI,"2017",19
RUB,MLT,"2017",0
RUB,MHL,"2017",0
RUB,MRT,"2017",0
RUB,MUS,"2017",0
RUB,MEX,"2017",0
RUB,FSM,"2017",0
RUB,MCO,"2017",0
RUB,MNG,"2017",11
RUB,MNE,"2017",0
RUB,MAR,"2017",0
RUB,MOZ,"2017",102
RUB,MMR,"2017",6
RUB,NAM,"2017",29
RUB,NRU,"2017",0
RUB,NPL,"2017",21
RUB,NLD,"2017",0
RUB,NCL,"2017",0
RUB,NZL,"2017",0
RUB,NIC,"2017",0
RUB,NER,"2017",10
RUB,NGA,"2017",543
RUB,MKD,"2017",0
RUB,MNP,"2017",0
RUB,NOR,"2017",0
RUB,PSE,"2017",0
RUB,OMN,"2017",2
RUB,PAK,"2017",389
RUB,PLW,"2017",0
RUB,PAN,"2017",0
RUB,PNG,"2017",1
RUB,PRY,"2017",0
RUB,PER,"2017",0
RUB,PHL,"2017",474
RUB,POL,"2017",476
RUB,PRT,"2017",4
RUB,QAT,"2017",2
RUB,KOR,"2017",4
RUB,MDA,"2017",0
RUB,ROU,"2017",9
RUB,RUS,"2017",5
RUB,RWA,"2017",22
RUB,KNA,"2017",0
RUB,LCA,"2017",0
RUB,VCT,"2017",0
RUB,WSM,"2017",2
RUB,SMR,"2017",0
RUB,STP,"2017",0
RUB,SAU,"2017",61
RUB,SEN,"2017",7
RUB,SRB,"2017",5
RUB,SYC,"2017",0
RUB,SLE,"2017",358
RUB,SGP,"2017",15
RUB,SXM,"2017",0
RUB,SVK,"2017",0
RUB,SVN,"2017",0
RUB,SLB,"2017",0
RUB,SOM,"2017",0
RUB,ZAF,"2017",1876
RUB,SSD,"2017",72
RUB,ESP,"2017",1
RUB,LKA,"2017",1
RUB,SDN,"2017",259
RUB,SUR,"2017",0
RUB,SWE,"2017",0
RUB,CHE,"2017",1
RUB,SYR,"2017",1
RUB,TJK,"2017",3
RUB,THA,"2017",34
RUB,TLS,"2017",3
RUB,TGO,"2017",37
RUB,TON,"2017",0
RUB,TTO,"2017",0
RUB,TUN,"2017",11
RUB,TKM,"2017",0
RUB,TCA,"2017",0
RUB,TUV,"2017",0
RUB,TUR,"2017",1
RUB,UGA,"2017",259
RUB,UKR,"2017",160
RUB,ARE,"2017",38
RUB,GBR,"2017",15
RUB,TZA,"2017",28
RUB,USA,"2017",7
RUB,URY,"2017",0
RUB,UZB,"2017",0
RUB,VUT,"2017",0
RUB,VEN,"2017",0
RUB,VNM,"2017",77
RUB,YEM,"2017",41
RUB,ZMB,"2017",16
RUB,ZWE,"2017",4
RUB,AFG,"2016",42
RUB,ALB,"2016",2
RUB,DZA,"2016",13
RUB,ASM,"2016",0
RUB,AND,"2016",0
RUB,AGO,"2016",12
RUB,ATG,"2016",0
RUB,ARG,"2016",0
RUB,ARM,"2016",0
RUB,ABW,"2016",0
RUB,AUS,"2016",17
RUB,AUT,"2016",3
RUB,AZE,"2016",0
RUB,BHS,"2016",0
RUB,BHR,"2016",0
RUB,BGD,"2016",165
RUB,BRB,"2016",0
RUB,BLR,"2016",0
RUB,BEL,"2016",1
RUB,BLZ,"2016",0
RUB,BEN,"2016",3
RUB,BMU,"2016",0
RUB,BTN,"2016",3
RUB,BOL,"2016",0
RUB,BIH,"2016",16
RUB,BWA,"2016",25
RUB,BRA,"2016",0
RUB,VGB,"2016",0
RUB,BRN,"2016",0
RUB,BGR,"2016",2
RUB,BFA,"2016",1
RUB,BDI,"2016",29
RUB,CPV,"2016",0
RUB,KHM,"2016",4
RUB,CMR,"2016",13
RUB,CAN,"2016",1
RUB,CYM,"2016",0
RUB,CAF,"2016",38
RUB,TCD,"2016",24
RUB,CHL,"2016",0
RUB,CHN,"2016",4535
RUB,HKG,"2016",3
RUB,COL,"2016",0
RUB,COM,"2016",0
RUB,COG,"2016",1
RUB,CRI,"2016",0
RUB,HRV,"2016",2
RUB,CUB,"2016",0
RUB,CUW,"2016",0
RUB,CYP,"2016",0
RUB,CZE,"2016",0
RUB,CIV,"2016",192
RUB,PRK,"2016",0
RUB,COD,"2016",204
RUB,DNK,"2016",0
RUB,DJI,"2016",4
RUB,DMA,"2016",0
RUB,DOM,"2016",0
RUB,ECU,"2016",0
RUB,EGY,"2016",28
RUB,SLV,"2016",0
RUB,GNQ,"2016",79
RUB,ERI,"2016",113
RUB,EST,"2016",0
RUB,SWZ,"2016",4
RUB,ETH,"2016",184
RUB,FJI,"2016",1
RUB,FIN,"2016",0
RUB,FRA,"2016",0
RUB,PYF,"2016",0
RUB,GAB,"2016",3
RUB,GMB,"2016",4
RUB,GEO,"2016",11
RUB,DEU,"2016",95
RUB,GHA,"2016",11
RUB,GRC,"2016",0
RUB,GRD,"2016",0
RUB,GUM,"2016",0
RUB,GTM,"2016",0
RUB,GIN,"2016",289
RUB,GNB,"2016",0
RUB,GUY,"2016",0
RUB,HTI,"2016",0
RUB,HND,"2016",0
RUB,HUN,"2016",0
RUB,ISL,"2016",0
RUB,IND,"2016",8274
RUB,IDN,"2016",1238
RUB,IRN,"2016",18
RUB,IRQ,"2016",1
RUB,IRL,"2016",1
RUB,ISR,"2016",1
RUB,ITA,"2016",0
RUB,JAM,"2016",0
RUB,JPN,"2016",126
RUB,JOR,"2016",0
RUB,KAZ,"2016",4
RUB,KEN,"2016",331
RUB,KIR,"2016",0
RUB,XKX,"2016",0
RUB,KWT,"2016",0
RUB,KGZ,"2016",3
RUB,LAO,"2016",40
RUB,LVA,"2016",0
RUB,LBN,"2016",10
RUB,LSO,"2016",11
RUB,LBR,"2016",0
RUB,LBY,"2016",0
RUB,LTU,"2016",0
RUB,LUX,"2016",0
RUB,MDG,"2016",204
RUB,MWI,"2016",33
RUB,MYS,"2016",68
RUB,MDV,"2016",0
RUB,MLI,"2016",81
RUB,MLT,"2016",0
RUB,MHL,"2016",0
RUB,MRT,"2016",0
RUB,MUS,"2016",0
RUB,MEX,"2016",0
RUB,FSM,"2016",0
RUB,MCO,"2016",0
RUB,MNG,"2016",48
RUB,MNE,"2016",0
RUB,MAR,"2016",0
RUB,MOZ,"2016",0
RUB,MMR,"2016",10
RUB,NAM,"2016",37
RUB,NRU,"2016",0
RUB,NPL,"2016",656
RUB,NLD,"2016",0
RUB,NCL,"2016",0
RUB,NZL,"2016",3
RUB,NIC,"2016",0
RUB,NER,"2016",24
RUB,NGA,"2016",503
RUB,MKD,"2016",0
RUB,MNP,"2016",0
RUB,NOR,"2016",0
RUB,PSE,"2016",0
RUB,OMN,"2016",6
RUB,PAK,"2016",648
RUB,PLW,"2016",0
RUB,PAN,"2016",0
RUB,PNG,"2016",1
RUB,PRY,"2016",0
RUB,PER,"2016",0
RUB,PHL,"2016",179
RUB,POL,"2016",1105
RUB,PRT,"2016",7
RUB,QAT,"2016",20
RUB,KOR,"2016",11
RUB,MDA,"2016",0
RUB,ROU,"2016",13
RUB,RUS,"2016",38
RUB,RWA,"2016",15
RUB,KNA,"2016",0
RUB,LCA,"2016",0
RUB,VCT,"2016",0
RUB,WSM,"2016",0
RUB,SMR,"2016",0
RUB,STP,"2016",0
RUB,SAU,"2016",0
RUB,SEN,"2016",135
RUB,SRB,"2016",5
RUB,SYC,"2016",0
RUB,SLE,"2016",97
RUB,SGP,"2016",0
RUB,SXM,"2016",0
RUB,SVK,"2016",0
RUB,SVN,"2016",0
RUB,SLB,"2016",0
RUB,SOM,"2016",0
RUB,ZAF,"2016",819
RUB,SSD,"2016",0
RUB,ESP,"2016",2
RUB,LKA,"2016",0
RUB,SDN,"2016",996
RUB,SUR,"2016",0
RUB,SWE,"2016",0
RUB,CHE,"2016",0
RUB,SYR,"2016",1
RUB,TJK,"2016",2
RUB,THA,"2016",7
RUB,TLS,"2016",8
RUB,TGO,"2016",276
RUB,TON,"2016",0
RUB,TTO,"2016",0
RUB,TUN,"2016",19
RUB,TKM,"2016",0
RUB,TCA,"2016",0
RUB,TUV,"2016",0
RUB,TUR,"2016",7
RUB,UGA,"2016",289
RUB,UKR,"2016",150
RUB,ARE,"2016",132
RUB,GBR,"2016",2
RUB,TZA,"2016",24
RUB,USA,"2016",1
RUB,URY,"2016",0
RUB,UZB,"2016",0
RUB,VUT,"2016",0
RUB,VEN,"2016",0
RUB,VNM,"2016",413
RUB,YEM,"2016",56
RUB,ZMB,"2016",34
RUB,ZWE,"2016",2
RUB,AFG,"2015",59
RUB,ALB,"2015",0
RUB,DZA,"2015",3
RUB,ASM,"2015",0
RUB,AND,"2015",0
RUB,AGO,"2015",230
RUB,ATG,"2015",0
RUB,ARG,"2015",0
RUB,ARM,"2015",0
RUB,ABW,"2015",0
RUB,AUS,"2015",18
RUB,AUT,"2015",1
RUB,AZE,"2015",0
RUB,BHS,"2015",0
RUB,BHR,"2015",1
RUB,BGD,"2015",189
RUB,BRB,"2015",0
RUB,BLR,"2015",1
RUB,BEL,"2015",0
RUB,BLZ,"2015",0
RUB,BEN,"2015",40
RUB,BMU,"2015",0
RUB,BTN,"2015",1
RUB,BOL,"2015",0
RUB,BIH,"2015",8
RUB,BWA,"2015",5
RUB,BRA,"2015",0
RUB,VGB,"2015",0
RUB,BRN,"2015",0
RUB,BGR,"2015",5
RUB,BFA,"2015",4
RUB,BDI,"2015",79
RUB,CPV,"2015",0
RUB,KHM,"2015",18
RUB,CMR,"2015",277
RUB,CAN,"2015",0
RUB,CYM,"2015",0
RUB,CAF,"2015",354
RUB,TCD,"2015",31
RUB,CHL,"2015",0
RUB,CHN,"2015",8133
RUB,HKG,"2015",7
RUB,COL,"2015",0
RUB,COM,"2015",0
RUB,COG,"2015",4
RUB,CRI,"2015",0
RUB,HRV,"2015",1
RUB,CUB,"2015",0
RUB,CUW,"2015",0
RUB,CYP,"2015",0
RUB,CZE,"2015",0
RUB,CIV,"2015",50
RUB,PRK,"2015",0
RUB,COD,"2015",464
RUB,DNK,"2015",0
RUB,DJI,"2015",0
RUB,DMA,"2015",0
RUB,DOM,"2015",0
RUB,ECU,"2015",0
RUB,EGY,"2015",53
RUB,SLV,"2015",0
RUB,GNQ,"2015",14
RUB,ERI,"2015",16
RUB,EST,"2015",0
RUB,SWZ,"2015",2
RUB,ETH,"2015",328
RUB,FJI,"2015",0
RUB,FIN,"2015",5
RUB,FRA,"2015",0
RUB,PYF,"2015",0
RUB,GAB,"2015",62
RUB,GMB,"2015",1
RUB,GEO,"2015",100
RUB,DEU,"2015",90
RUB,GHA,"2015",12
RUB,GRC,"2015",0
RUB,GRD,"2015",0
RUB,GUM,"2015",0
RUB,GTM,"2015",0
RUB,GIN,"2015",4
RUB,GNB,"2015",0
RUB,GUY,"2015",0
RUB,HTI,"2015",0
RUB,HND,"2015",0
RUB,HUN,"2015",0
RUB,ISL,"2015",0
RUB,IND,"2015",3252
RUB,IDN,"2015",2156
RUB,IRN,"2015",45
RUB,IRQ,"2015",2
RUB,IRL,"2015",6
RUB,ISR,"2015",1
RUB,ITA,"2015",16
RUB,JAM,"2015",0
RUB,JPN,"2015",163
RUB,JOR,"2015",0
RUB,KAZ,"2015",2
RUB,KEN,"2015",422
RUB,KIR,"2015",0
RUB,XKX,"2015",0
RUB,KWT,"2015",1
RUB,KGZ,"2015",100
RUB,LAO,"2015",45
RUB,LVA,"2015",0
RUB,LBN,"2015",9
RUB,LSO,"2015",129
RUB,LBR,"2015",0
RUB,LBY,"2015",0
RUB,LTU,"2015",0
RUB,LUX,"2015",0
RUB,MDG,"2015",89
RUB,MWI,"2015",99
RUB,MYS,"2015",34
RUB,MDV,"2015",3
RUB,MLI,"2015",172
RUB,MLT,"2015",0
RUB,MHL,"2015",0
RUB,MRT,"2015",5
RUB,MUS,"2015",5
RUB,MEX,"2015",0
RUB,FSM,"2015",0
RUB,MCO,"2015",0
RUB,MNG,"2015",28
RUB,MNE,"2015",0
RUB,MAR,"2015",6
RUB,MOZ,"2015",0
RUB,MMR,"2015",34
RUB,NAM,"2015",625
RUB,NRU,"2015",0
RUB,NPL,"2015",626
RUB,NLD,"2015",1
RUB,NCL,"2015",0
RUB,NZL,"2015",0
RUB,NIC,"2015",0
RUB,NER,"2015",33
RUB,NGA,"2015",419
